Index,Target,Type,Alcohol,Density,Nitrogen,pH,Sugar,A,B,C,D,Di,E,H,S,U,V
1527,6,white_wine,9.45,1.01,3.05,3.37,9.04,26.10,4.75,7.35,49.50,67.33,1.80,1.36,0.73,7.25,0.00
1528,4,white_wine,8.35,1.01,8.56,3.33,1.82,23.70,2.38,4.95,47.30,51.14,1.90,2.36,3.21,8.05,0.25
1529,5,white_wine,9.55,1.01,4.76,3.33,5.53,23.50,4.36,3.60,35.20,42.15,1.43,1.61,3.21,5.45,0.14
1530,4,white_wine,7.65,1.02,12.84,3.64,1.16,23.10,1.45,4.50,35.20,52.34,1.19,2.11,2.48,6.90,0.13
1531,4,red_wine,8.15,1.02,6.27,3.62,2.68,24.10,3.70,3.15,25.30,38.81,1.35,4.77,4.53,3.15,0.38
1532,3,red_wine,8.60,1.02,2.27,3.59,2.11,22.30,6.86,1.20,14.30,26.64,1.73,3.84,4.67,1.95,0.29
1533,5,white_wine,9.20,1.01,4.24,3.62,2.87,22.30,3.43,4.05,20.90,32.72,1.20,0.93,6.57,4.95,0.23
1534,3,white_wine,8.50,1.02,5.66,3.46,1.35,25.70,4.82,8.40,7.70,13.73,1.51,1.92,3.07,3.90,0.07
1535,3,red_wine,8.15,1.02,4.81,3.57,2.11,22.30,3.43,3.75,3.30,18.54,0.87,4.65,3.21,1.10,0.34
1536,5,white_wine,9.25,1.01,2.77,3.30,1.92,23.90,1.45,4.95,28.60,37.99,1.15,1.86,3.50,4.60,0.05
1537,3,white_wine,7.60,1.02,7.12,3.34,5.15,21.70,3.30,3.45,30.80,39.16,0.92,2.73,4.38,5.00,0.06
1538,4,white_wine,8.57,1.02,2.98,3.19,9.57,22.90,2.77,3.15,38.50,38.02,1.37,1.98,1.75,5.65,0.23
1539,3,red_wine,8.15,1.02,4.05,3.50,2.30,24.50,8.12,1.95,12.10,27.00,1.07,4.15,4.67,0.70,0.36
1540,4,red_wine,9.40,1.02,6.84,3.63,2.21,25.90,3.04,4.80,14.30,27.66,1.60,3.53,4.96,1.50,0.25
1541,4,red_wine,8.85,1.02,8.02,3.53,2.58,25.30,5.54,4.35,4.40,16.56,1.57,4.77,5.84,0.40,0.14
1542,4,white_wine,7.90,1.02,15.20,3.50,1.92,25.90,1.19,4.80,50.60,64.16,1.87,2.73,7.88,7.20,0.15
1543,5,white_wine,8.75,1.01,4.75,3.40,1.73,22.90,2.24,4.95,45.10,57.38,1.52,1.92,3.80,5.45,0.12
1544,4,white_wine,8.60,1.01,5.68,3.36,6.01,22.90,1.72,4.20,30.80,41.17,1.73,2.36,2.63,4.75,0.17
1545,5,white_wine,8.30,1.01,6.31,3.52,1.63,23.90,2.11,5.85,18.70,32.48,0.91,3.35,3.80,6.50,0.18
1546,3,red_wine,7.85,1.02,4.98,3.59,3.25,27.90,6.40,5.10,16.50,34.02,1.11,5.21,5.69,5.30,0.13
1547,3,white_wine,8.70,1.01,2.00,3.14,5.15,27.70,1.45,4.50,36.30,52.11,1.26,1.18,3.65,5.70,0.14
1548,5,white_wine,9.65,1.01,3.42,3.44,5.06,21.70,2.90,5.70,23.10,37.48,1.19,1.86,5.26,4.00,0.25
1549,5,white_wine,8.70,1.01,5.86,3.49,2.02,22.50,2.90,4.80,31.90,40.05,1.56,1.43,2.77,6.20,0.13
1550,3,red_wine,8.00,1.02,6.64,3.80,1.92,22.90,7.26,3.15,12.10,24.51,1.90,4.40,6.42,1.30,0.25
1551,4,white_wine,7.60,1.02,1.96,3.59,15.22,24.30,1.32,11.10,47.30,57.60,1.24,2.17,6.57,8.50,0.09
1552,3,white_wine,7.60,1.01,3.42,3.29,2.11,22.10,2.64,3.75,7.70,12.56,1.41,2.05,4.82,5.10,0.27
1553,4,white_wine,8.00,1.02,4.43,3.66,13.70,22.90,4.36,3.60,25.30,30.29,1.38,2.42,4.53,5.35,0.01
1554,6,white_wine,7.35,1.02,4.15,3.45,12.37,25.70,1.32,6.90,44.00,59.16,1.22,2.05,7.88,6.85,0.13
1555,3,white_wine,7.80,1.02,6.01,3.43,8.76,23.50,4.22,3.30,25.30,36.11,1.16,2.67,3.36,5.35,0.18
1556,5,white_wine,7.60,1.02,3.06,3.18,13.89,24.50,1.98,5.85,52.80,63.71,1.10,3.04,3.80,9.30,0.13
1557,5,white_wine,8.35,1.02,0.79,3.32,10.76,23.30,1.58,4.05,30.80,44.21,1.04,1.80,3.21,6.20,0.09
1558,4,white_wine,8.25,1.02,5.29,3.36,2.02,26.70,1.06,7.20,33.00,47.80,1.40,2.98,2.77,4.60,0.13
1559,5,white_wine,9.35,1.01,2.38,3.56,1.63,21.50,1.85,4.20,27.50,42.26,1.32,1.12,2.34,4.75,0.25
1560,5,white_wine,8.85,1.01,5.48,3.68,10.47,19.70,2.38,3.45,24.20,35.23,1.56,1.55,0.88,5.25,0.07
1561,3,red_wine,7.75,1.02,2.28,3.51,2.87,25.50,9.97,0.00,5.50,11.32,1.39,4.46,4.38,0.40,0.21
1562,3,white_wine,7.60,1.02,2.55,3.33,7.62,24.90,3.30,6.60,42.90,53.87,1.78,2.54,4.38,11.05,0.06
1563,4,white_wine,7.50,1.02,5.04,3.17,13.51,21.50,1.58,3.60,47.30,53.53,1.56,2.36,6.42,5.30,0.19
1564,5,red_wine,8.75,1.02,2.40,3.44,2.30,24.50,3.83,4.80,15.40,29.53,0.79,3.29,7.45,1.10,0.05
1565,4,red_wine,8.12,1.02,0.79,3.28,1.73,33.30,5.21,6.00,5.50,17.32,1.61,5.08,6.28,1.10,0.25
1566,6,white_wine,7.50,1.02,1.32,3.22,2.68,23.90,1.72,4.20,52.80,65.47,0.74,2.91,3.65,7.65,0.06
1567,4,white_wine,7.50,1.02,4.87,3.14,15.17,24.10,2.38,6.90,66.00,67.43,1.26,1.74,1.90,8.25,0.24
1568,2,white_wine,8.20,1.02,4.63,3.36,6.96,22.70,4.09,3.60,8.80,21.72,1.50,3.72,1.90,5.55,0.13
1569,3,red_wine,8.70,1.02,11.52,3.43,2.40,28.70,5.28,4.35,5.50,20.35,1.01,7.32,7.30,0.50,0.37
1570,4,white_wine,8.45,1.02,5.37,3.36,12.75,23.50,7.66,0.00,34.10,42.53,1.47,1.49,4.09,3.45,0.20
1571,4,white_wine,8.30,1.02,5.11,3.46,8.95,24.10,2.24,4.80,60.50,70.76,1.45,2.29,4.09,11.95,0.21
1572,3,white_wine,8.00,1.02,3.61,3.39,7.43,22.70,2.90,7.20,36.30,44.67,1.36,2.73,4.53,7.15,0.00
1573,5,white_wine,7.65,1.02,2.95,3.64,15.17,24.70,1.45,7.35,53.90,63.58,1.35,3.04,2.04,6.40,0.22
1574,3,white_wine,7.60,1.02,6.09,3.39,15.22,23.30,3.17,7.05,28.60,36.84,1.49,3.35,4.96,8.35,0.27
1575,4,white_wine,8.55,1.01,2.49,3.52,1.35,22.90,1.32,5.25,41.80,59.99,1.47,2.23,1.90,5.10,0.13
1576,6,white_wine,9.35,1.01,3.23,3.37,4.87,22.30,2.64,4.05,60.50,80.79,1.04,1.30,2.92,6.70,0.26
1577,4,white_wine,7.65,1.02,3.18,3.15,1.35,27.30,1.98,6.90,8.80,20.72,1.55,2.79,3.94,3.30,0.09
1578,5,white_wine,8.65,1.02,3.64,3.35,7.71,25.10,1.98,7.35,66.00,77.41,1.24,2.48,1.17,10.15,0.10
1579,4,white_wine,8.75,1.01,0.71,3.98,2.96,20.10,2.31,3.30,49.50,61.83,1.38,2.11,7.88,7.35,0.05
1580,4,white_wine,8.05,1.02,2.07,3.74,11.80,23.10,1.85,5.10,59.40,66.53,0.85,2.73,3.21,8.55,0.10
1581,4,white_wine,7.55,1.02,5.45,3.31,17.31,22.10,2.64,3.60,45.10,56.12,0.90,2.36,3.36,5.25,0.06
1582,3,red_wine,7.85,1.02,0.97,3.75,2.77,24.50,6.86,0.60,18.70,22.57,1.77,4.15,4.82,4.10,0.12
1583,4,white_wine,7.85,1.02,20.43,3.51,5.06,23.30,1.85,4.20,55.00,67.24,1.77,2.05,7.74,8.70,0.08
1584,4,white_wine,9.20,1.01,0.61,3.45,6.19,23.10,3.30,4.20,44.00,52.80,1.15,0.56,1.46,4.85,0.11
1585,2,red_wine,7.70,1.02,5.64,3.38,1.63,25.30,7.92,0.30,8.80,19.20,1.12,3.91,12.56,0.70,0.06
1586,4,white_wine,8.20,1.02,3.95,3.49,2.30,24.10,1.58,5.55,27.50,41.40,2.09,1.30,5.69,6.50,0.21
1587,3,red_wine,7.90,1.02,0.77,3.24,3.63,30.50,4.49,8.55,3.30,14.11,0.88,3.78,5.99,0.20,0.06
1588,4,white_wine,8.80,1.01,3.17,3.46,1.92,21.90,0.79,3.00,27.50,36.86,1.75,1.92,3.36,5.40,0.08
1589,5,white_wine,9.10,1.01,7.84,3.57,1.82,21.90,3.83,4.50,37.40,50.04,1.13,1.49,4.96,4.45,0.20
1590,4,white_wine,9.25,1.01,7.31,3.20,8.19,23.90,2.77,4.50,37.40,44.94,1.79,1.05,2.19,5.30,0.28
1591,4,white_wine,7.55,1.02,1.89,3.51,12.18,22.10,1.45,3.90,53.90,67.28,1.71,2.42,2.04,7.05,0.11
1592,6,white_wine,9.05,1.01,5.61,3.51,1.92,20.50,0.99,4.95,13.20,30.31,0.89,1.18,9.05,2.65,0.15
1593,4,white_wine,7.70,1.01,7.41,3.16,1.54,23.50,2.51,10.35,38.50,51.00,1.52,10.35,3.07,5.00,0.06
1594,3,red_wine,8.80,1.02,8.40,3.94,2.02,21.30,6.07,0.60,4.40,15.56,1.06,2.48,5.26,0.35,0.02
1595,4,white_wine,8.60,1.01,5.81,3.41,2.02,24.10,2.11,3.90,33.00,37.60,1.47,1.98,4.53,5.20,0.17
1596,3,white_wine,7.60,1.02,8.62,3.30,7.33,24.50,3.04,3.90,39.60,57.60,1.42,2.54,3.07,7.55,0.02
1597,4,white_wine,8.30,1.01,2.71,3.20,2.02,24.90,0.92,6.30,52.80,68.47,1.08,2.23,5.55,7.40,0.17
1598,4,red_wine,9.05,1.02,4.26,3.57,2.68,24.90,3.56,4.95,8.80,22.92,1.52,3.66,5.55,1.00,0.13
1599,3,white_wine,8.05,1.01,2.51,3.35,1.73,24.70,3.43,3.30,46.20,63.15,1.00,2.17,3.50,8.50,0.11
1600,5,white_wine,9.15,1.01,0.99,3.31,10.09,23.10,3.70,5.70,20.90,35.80,1.32,1.18,3.07,3.80,0.17
1601,5,white_wine,9.50,1.01,2.49,3.43,3.34,22.10,2.38,4.35,39.60,56.48,1.01,1.98,2.48,6.90,0.12
1602,4,white_wine,8.18,1.01,7.30,3.77,1.35,20.50,1.39,3.30,50.60,72.16,0.94,1.30,3.21,5.85,0.12
1603,5,white_wine,9.15,1.01,3.75,3.29,1.92,25.70,1.58,3.60,27.50,37.74,1.97,1.05,7.59,9.15,0.21
1604,4,white_wine,9.50,1.01,1.13,3.50,2.11,25.70,2.90,11.10,35.20,47.63,1.15,1.49,4.38,7.50,0.01
1605,4,white_wine,8.00,1.01,3.03,3.42,1.35,22.10,1.19,7.35,27.50,45.13,1.40,1.55,2.92,5.00,0.20
1606,4,red_wine,9.75,1.02,6.13,3.32,6.29,32.90,7.19,9.90,5.50,6.87,1.34,4.90,11.24,0.90,0.09
1607,4,white_wine,7.80,1.02,4.36,3.54,1.73,24.70,1.32,9.75,29.70,35.15,0.97,2.29,5.84,7.55,0.08
1608,5,red_wine,8.85,1.02,0.09,3.64,2.40,24.30,6.73,0.00,8.80,22.85,1.66,5.08,4.82,0.40,0.06
1609,3,red_wine,7.85,1.02,5.26,3.44,2.68,28.50,4.62,7.35,24.20,35.73,1.42,4.77,6.13,5.50,0.03
1610,4,white_wine,7.90,1.02,9.20,3.37,12.84,22.50,2.77,3.90,59.40,70.12,1.36,2.29,2.77,9.90,0.12
1611,4,white_wine,9.25,1.01,0.62,3.40,2.30,21.90,2.11,5.10,42.90,56.09,1.84,1.74,4.09,5.10,0.10
1612,3,red_wine,7.85,1.02,9.22,3.51,3.06,27.70,4.75,7.35,18.70,21.59,0.77,4.59,5.55,5.25,0.06
1613,3,white_wine,7.70,1.02,5.31,3.39,13.99,25.50,2.90,6.30,48.40,54.59,1.75,2.23,5.99,10.35,0.11
1614,3,red_wine,8.00,1.02,13.52,3.47,1.82,26.50,4.09,5.70,9.90,18.08,0.95,3.04,7.59,1.15,0.31
1615,3,red_wine,7.80,1.02,5.51,3.55,2.58,26.10,4.62,5.40,9.90,13.22,1.35,4.09,3.50,2.10,0.26
1616,4,white_wine,7.45,1.02,8.63,3.30,10.85,24.50,4.09,9.45,59.40,74.99,1.65,2.17,3.21,7.50,0.20
1617,4,white_wine,8.50,1.01,2.06,3.51,1.82,23.70,1.32,5.55,39.60,52.02,1.62,1.12,3.36,4.35,0.04
1618,3,red_wine,8.60,1.02,25.50,3.36,2.58,30.10,8.58,6.45,15.40,25.96,1.30,3.10,5.11,1.25,0.32
1619,6,white_wine,7.55,1.02,14.53,3.35,13.89,25.30,1.58,4.50,57.20,61.71,1.28,2.91,3.50,10.32,0.20
1620,4,white_wine,7.70,1.02,4.97,3.31,2.68,24.50,2.51,4.05,31.90,40.43,0.97,2.42,4.23,7.15,0.09
1621,5,red_wine,8.90,1.02,10.85,3.56,2.30,23.30,6.60,0.30,39.60,51.25,1.17,3.29,7.88,2.35,0.17
1622,4,white_wine,9.20,1.01,3.94,3.41,1.82,21.90,2.24,4.05,39.60,63.71,1.06,1.24,3.50,3.75,0.26
1623,3,red_wine,7.90,1.02,8.61,3.41,2.30,25.30,11.48,0.45,6.60,10.44,1.48,5.02,4.96,0.70,0.42
1624,4,white_wine,7.50,1.02,4.79,3.29,16.83,23.30,1.85,3.45,39.60,59.75,1.06,2.36,3.50,5.60,0.21
1625,4,white_wine,9.45,1.01,5.00,3.35,3.63,23.70,3.17,5.55,19.80,34.29,1.63,0.87,4.53,4.05,0.07
1626,4,white_wine,8.10,1.02,7.17,3.44,6.96,25.10,4.49,2.85,67.10,81.34,1.53,1.98,2.19,7.20,0.24
1627,3,white_wine,8.35,1.01,9.99,3.27,1.54,,2.51,4.80,24.20,33.50,1.20,2.11,6.72,3.30,0.21
1628,3,white_wine,7.80,1.02,6.65,3.14,14.74,23.30,1.85,7.95,23.10,30.92,1.52,2.67,1.90,6.50,0.15
1629,6,white_wine,9.30,1.01,2.88,3.19,7.53,23.50,3.30,5.10,41.80,59.95,1.72,1.67,1.46,5.90,0.22
1630,5,white_wine,8.60,1.01,8.65,3.38,3.15,22.90,3.04,5.70,19.80,29.55,1.93,1.80,1.90,4.80,0.12
1631,4,red_wine,7.90,1.02,5.19,3.47,2.49,26.30,5.94,3.30,35.20,48.81,1.33,4.28,3.50,4.15,0.12
1632,3,white_wine,7.70,1.02,3.71,3.33,7.24,24.70,2.24,3.90,56.10,62.90,1.10,2.42,2.19,10.05,0.00
1633,2,white_wine,7.95,1.02,1.57,3.41,1.73,24.50,7.06,1.50,26.40,33.90,1.32,3.66,3.80,7.40,0.21
1634,5,white_wine,8.65,1.01,9.48,3.37,2.77,22.30,1.19,4.20,23.10,28.04,1.40,1.18,2.19,4.60,0.27
1635,4,red_wine,8.95,1.02,1.46,3.79,2.49,22.50,3.70,3.60,19.80,27.64,1.62,5.33,5.11,1.80,0.14
1636,3,white_wine,7.95,1.02,5.89,3.52,11.89,23.50,4.49,5.85,66.00,78.95,1.54,1.92,5.26,12.10,0.26
1637,3,red_wine,8.60,1.02,4.79,3.69,2.68,22.30,7.39,0.30,27.50,40.15,1.29,3.72,3.36,2.00,0.14
1638,3,white_wine,8.15,1.01,3.87,2.99,1.35,27.10,1.19,4.65,13.20,21.13,1.01,0.93,2.19,4.25,0.26
1639,4,white_wine,8.40,1.01,10.04,3.49,2.02,24.90,1.58,4.35,16.50,31.31,0.96,2.36,3.36,4.70,0.22
1640,4,red_wine,8.20,1.02,13.30,3.72,2.21,20.90,6.60,1.20,20.90,32.12,1.43,3.10,6.13,1.25,0.01
1641,3,white_wine,8.05,1.02,11.80,3.38,1.73,26.50,1.72,7.20,11.00,21.94,1.35,1.98,5.11,4.65,0.09
1642,3,red_wine,8.35,1.02,5.84,3.36,2.11,32.70,3.83,7.50,20.90,34.14,1.23,5.02,5.11,2.05,0.31
1643,4,white_wine,8.55,1.01,5.29,3.60,1.92,22.30,2.11,3.75,25.30,45.56,1.51,2.17,5.40,5.45,0.01
1644,4,white_wine,8.10,1.02,2.83,3.42,11.23,22.70,0.92,5.10,26.40,40.44,1.15,2.54,3.94,4.50,0.18
1645,3,red_wine,8.10,1.02,9.23,3.46,2.21,29.10,10.30,3.90,13.20,24.80,1.17,4.34,5.84,1.10,0.25
1646,3,red_wine,8.30,1.02,0.32,3.55,2.30,23.70,5.28,3.75,30.80,42.88,1.41,4.15,5.55,2.75,0.13
1647,3,white_wine,7.75,1.02,0.43,3.37,8.86,23.90,4.22,5.55,38.50,49.57,1.12,2.73,4.09,7.10,0.15
1648,4,white_wine,8.25,1.01,4.32,3.52,2.11,22.70,1.45,3.15,37.40,55.82,1.66,2.48,4.09,7.85,0.08
1649,5,red_wine,8.05,1.02,10.45,3.46,3.72,25.50,2.51,10.20,4.40,21.71,1.20,21.64,12.56,0.20,0.27
1650,4,white_wine,8.55,1.01,0.17,3.20,1.44,22.70,2.31,5.55,39.60,53.91,1.40,1.92,2.48,5.40,0.10
1651,4,white_wine,7.90,1.02,3.10,3.39,9.80,23.10,2.24,4.80,44.00,53.11,1.24,2.23,4.38,6.10,0.24
1652,4,white_wine,7.65,1.02,0.97,3.36,8.09,24.50,2.90,4.50,42.90,53.24,1.03,2.54,3.94,9.10,0.04
1653,3,white_wine,8.80,1.01,3.53,3.23,2.49,,3.96,6.00,58.30,72.60,1.44,2.05,4.09,9.75,0.25
1654,3,red_wine,7.80,1.02,10.51,3.63,2.49,24.70,8.65,0.00,18.70,21.48,1.37,4.40,5.55,1.10,0.15
1655,5,white_wine,8.75,1.01,9.80,3.25,1.63,24.30,1.32,7.35,12.10,20.11,0.64,1.49,4.53,3.30,0.11
1656,4,red_wine,9.15,1.02,1.96,3.71,3.15,25.90,5.68,3.75,22.00,29.72,1.63,4.22,10.80,1.95,0.37
1657,5,white_wine,7.55,1.02,3.21,3.24,12.84,24.70,2.24,5.40,37.40,48.68,1.73,2.54,3.50,9.70,0.12
1658,4,white_wine,8.40,1.01,2.15,3.42,4.87,23.70,2.24,5.10,36.30,41.45,0.86,1.36,2.34,6.40,0.13
1659,4,red_wine,8.20,1.02,8.31,3.42,1.73,27.70,4.88,6.45,12.10,21.83,0.77,4.15,7.74,0.75,0.24
1660,5,white_wine,9.10,1.01,2.81,3.18,9.04,24.10,3.04,4.65,48.40,64.13,1.29,1.67,1.31,6.70,0.11
1661,3,white_wine,7.80,1.02,6.13,3.50,5.06,24.10,0.53,2.85,28.60,40.83,1.42,2.85,2.77,6.05,0.16
1662,3,white_wine,8.50,1.01,6.15,3.21,1.54,24.70,2.64,5.55,27.50,28.99,1.33,1.86,5.84,4.65,0.07
1663,4,white_wine,8.35,1.02,5.94,3.74,5.82,22.50,0.53,3.90,60.50,63.12,1.67,2.17,2.19,7.60,0.23
1664,4,white_wine,8.05,1.02,6.77,3.41,6.86,24.70,4.36,3.60,44.00,52.48,1.48,2.98,2.77,7.85,0.04
1665,5,red_wine,9.25,1.02,3.43,3.46,2.02,27.90,2.64,6.75,6.60,11.04,1.06,3.60,4.82,0.30,0.31
1666,4,white_wine,8.80,1.01,1.97,3.22,3.44,25.30,2.51,7.80,29.70,43.61,1.66,2.11,4.53,7.30,0.02
1667,3,white_wine,8.10,1.02,2.27,3.50,1.63,23.10,1.45,1.50,24.20,35.19,1.70,2.29,3.36,5.05,0.12
1668,4,white_wine,8.55,1.01,3.06,3.39,2.87,22.30,1.45,5.55,25.30,37.76,1.81,1.98,4.09,4.65,0.08
1669,3,white_wine,8.05,1.02,3.76,3.42,5.15,23.50,2.90,11.10,37.40,42.55,1.56,1.80,3.50,7.55,0.03
1670,3,white_wine,7.80,10.19,2.74,3.39,10.09,23.10,3.56,4.65,62.70,68.10,1.38,3.72,3.94,8.20,0.07
1671,3,white_wine,8.00,1.02,0.05,3.31,12.56,23.70,2.90,4.95,64.90,58.83,1.89,1.98,4.96,8.10,0.00
1672,4,white_wine,9.65,1.01,9.69,3.23,7.81,23.10,2.64,5.70,58.30,65.21,1.63,1.36,2.92,10.50,0.15
1673,4,white_wine,7.60,1.02,5.78,3.37,11.99,24.90,0.33,5.10,61.60,73.74,1.21,2.54,2.19,7.00,0.18
1674,2,white_wine,8.70,1.01,3.55,3.31,1.54,23.50,1.85,3.30,4.40,21.93,1.85,1.80,2.19,5.90,0.11
1675,4,red_wine,8.95,1.02,6.01,3.70,1.92,21.90,4.75,0.00,2.20,14.44,1.17,2.05,9.20,0.25,0.41
1676,4,white_wine,9.10,1.02,6.33,3.24,7.81,26.90,1.98,7.35,23.10,44.28,1.73,1.61,1.75,4.45,0.09
1677,3,red_wine,8.45,1.02,0.76,3.74,2.02,27.10,3.43,6.60,5.50,3.19,1.30,4.34,5.99,0.30,0.47
1678,4,white_wine,8.40,1.02,3.02,3.82,5.72,22.90,1.72,4.50,46.20,56.47,1.85,2.17,2.77,7.70,0.21
1679,3,red_wine,7.70,1.02,4.37,3.66,2.49,27.70,4.22,6.00,19.80,35.03,1.77,4.34,6.13,2.30,0.26
1680,4,red_wine,7.75,1.02,8.82,3.33,2.77,30.70,5.94,7.20,5.50,10.52,1.33,3.35,5.40,0.95,0.30
1681,5,white_wine,8.35,1.02,9.64,3.71,2.02,22.50,1.72,4.05,44.00,52.07,1.25,1.80,7.15,7.20,0.13
1682,4,white_wine,8.50,1.01,6.72,3.45,1.73,23.10,2.24,3.00,30.80,43.01,1.67,0.93,4.67,4.75,0.12
1683,3,red_wine,8.85,1.02,3.17,3.66,3.68,27.90,10.49,1.95,3.30,18.14,1.47,4.90,4.38,0.40,0.09
1684,4,white_wine,9.45,1.01,1.16,3.38,4.63,25.90,4.75,3.90,24.20,35.56,1.39,1.49,4.38,4.70,0.00
1685,3,red_wine,8.00,1.02,3.40,3.37,1.92,25.70,5.94,0.15,2.20,8.50,1.76,4.22,3.50,0.65,0.42
1686,4,white_wine,8.55,1.02,3.58,3.57,5.06,25.10,3.30,4.20,22.00,30.93,1.67,2.05,5.11,7.45,0.23
1687,4,white_wine,7.60,1.02,10.73,3.33,12.56,22.90,4.49,11.10,51.70,64.92,1.13,4.15,5.26,10.15,0.11
1688,3,red_wine,7.80,1.02,11.95,3.55,2.58,26.10,4.62,5.40,9.90,19.93,1.34,4.09,3.50,2.10,0.12
1689,5,red_wine,9.35,1.02,0.83,3.48,2.30,26.90,2.24,5.85,3.30,12.41,1.11,1.98,7.15,0.20,0.11
1690,3,white_wine,7.90,1.02,4.18,3.31,8.86,22.90,3.30,6.60,56.10,63.97,1.55,2.85,3.80,7.90,0.12
1691,4,white_wine,9.00,1.01,3.27,3.55,2.58,22.70,2.11,5.25,46.20,51.55,0.99,1.86,3.21,5.15,0.25
1692,3,red_wine,7.80,1.02,7.20,3.36,2.87,28.50,5.02,3.45,18.70,32.64,0.91,5.08,4.23,3.55,0.23
1693,4,red_wine,8.15,1.02,6.97,3.59,8.76,23.70,4.36,4.65,27.50,34.23,1.83,4.65,6.13,1.95,0.34
1694,3,white_wine,7.65,1.02,1.04,3.20,13.22,24.90,2.24,5.55,56.10,70.39,1.35,3.16,3.21,9.30,0.03
1695,4,white_wine,9.55,1.01,2.02,3.53,2.49,21.70,4.49,4.50,27.50,39.17,1.79,1.61,3.65,6.15,0.07
1696,4,white_wine,8.80,1.01,2.70,3.42,1.92,21.90,1.98,3.60,34.10,41.97,1.49,1.74,4.23,5.45,0.13
1697,3,red_wine,7.85,1.02,2.86,3.41,4.49,23.30,7.26,0.00,55.00,65.61,1.15,5.21,3.36,3.58,0.36
1698,4,white_wine,7.70,1.02,3.43,3.31,14.17,24.90,1.45,4.65,41.80,57.09,1.34,2.23,4.09,9.35,0.05
1699,5,white_wine,8.55,1.02,7.93,3.37,10.56,24.30,1.06,5.40,20.90,24.59,1.21,2.17,3.21,4.20,0.10
1700,4,white_wine,9.45,1.01,0.34,3.37,2.49,22.50,3.17,4.80,15.40,32.27,1.52,1.67,3.80,3.20,0.12
1701,3,white_wine,7.80,1.02,3.47,3.14,14.74,23.30,1.85,7.95,23.10,28.68,1.14,2.67,1.90,6.50,0.13
1702,3,white_wine,7.50,1.02,8.30,3.24,15.88,23.50,3.43,8.10,47.30,59.26,1.04,2.36,4.96,8.75,0.02
1703,6,white_wine,7.55,1.02,12.87,3.35,13.89,25.30,1.58,4.50,57.20,61.66,1.08,2.91,3.50,10.32,0.16
1704,3,white_wine,8.00,1.02,6.62,3.30,2.77,25.30,2.51,4.35,39.60,60.18,1.40,3.10,2.19,5.45,0.06
1705,4,white_wine,8.35,1.01,11.75,3.59,1.92,21.70,2.90,1.80,61.60,76.56,1.69,1.67,5.40,7.85,0.19
1706,4,red_wine,7.95,1.02,0.00,3.56,2.21,24.10,8.05,0.00,2.20,9.86,1.72,6.51,5.55,0.20,0.11
1707,4,white_wine,8.40,1.02,4.42,3.22,9.52,26.50,1.85,7.35,57.20,69.00,1.06,1.74,1.61,7.40,0.18
1708,5,red_wine,10.10,1.01,16.03,3.93,2.40,19.90,4.49,0.00,16.50,27.60,1.48,2.42,7.59,1.80,0.25
1709,3,white_wine,7.85,1.02,15.53,3.31,2.02,28.30,3.30,5.70,54.45,62.15,1.77,,7.01,16.90,0.15
1710,5,red_wine,9.00,1.02,5.51,3.30,2.68,31.10,5.68,9.60,5.50,10.04,1.42,6.08,6.42,0.45,0.31
1711,3,red_wine,8.50,1.02,3.81,3.52,3.06,26.10,7.13,5.25,29.70,45.25,1.34,4.77,5.84,2.30,0.41
1712,5,red_wine,8.05,1.02,6.91,3.22,1.82,33.30,4.36,8.10,23.10,34.24,1.51,5.33,7.88,1.75,0.34
1713,4,white_wine,8.60,1.01,2.39,3.27,1.54,26.70,1.45,7.35,11.00,29.14,1.92,2.60,3.50,6.55,0.14
1714,4,white_wine,9.55,1.01,10.01,3.36,1.35,23.10,3.43,6.90,5.50,14.91,1.24,0.87,4.67,3.70,0.14
1715,4,white_wine,7.90,1.02,5.63,3.58,16.45,24.30,1.85,4.80,52.80,70.46,1.72,2.91,2.34,7.60,0.13
1716,4,red_wine,8.55,1.02,3.00,3.36,2.30,25.50,2.38,3.90,19.80,28.15,1.28,2.67,8.32,3.55,0.02
1717,3,white_wine,7.80,1.02,5.07,3.52,9.14,23.30,3.96,5.40,45.10,61.71,1.57,3.22,4.96,10.40,0.23
1718,5,white_wine,8.50,1.01,2.40,3.53,1.44,24.50,1.32,4.65,20.90,30.13,1.08,2.23,2.63,3.35,0.13
1719,3,white_wine,7.70,1.02,4.42,3.44,7.81,23.90,3.17,1.95,11.00,20.45,0.86,2.05,2.19,5.55,0.00
1720,4,white_wine,8.75,1.01,3.77,3.53,1.54,20.70,3.30,4.50,26.40,49.79,1.35,2.42,5.84,5.65,0.23
1721,3,white_wine,7.60,1.02,2.44,3.65,2.11,25.70,0.66,4.50,46.20,50.52,1.16,1.92,2.77,8.65,0.13
1722,3,white_wine,9.30,1.01,2.70,3.21,4.29,27.30,5.35,4.35,19.80,34.55,1.40,1.05,2.34,4.75,0.23
1723,4,white_wine,8.65,1.01,13.98,3.30,4.49,24.90,2.11,6.00,8.80,22.35,1.17,1.43,2.48,4.45,0.02
1724,4,red_wine,8.70,1.02,5.90,3.62,2.11,23.70,6.34,3.30,15.40,33.90,0.67,4.03,8.76,0.90,0.08
1725,6,white_wine,8.60,1.02,8.17,3.54,13.04,22.50,2.11,4.35,52.80,64.47,1.34,1.86,3.50,6.20,0.24
